of:  We live within a mile of the school., used in expressions showing distance from something in place or time: 
of:  She came within two seconds of beating the world record., used in expressions showing distance from something in place or time: 
of:  They were robbed of all their savings., used in expressions showing loss: 
of:  I feel I've been deprived of your company., used in expressions showing loss: 
of:  I like to relax with a pipe of an evening., during: 
and:  Ann and Jim," used to join two words, phrases, parts of sentences, or related statements together: "
and:  boys and girls," used to join two words, phrases, parts of sentences, or related statements together: "
and:  knives and forks," used to join two words, phrases, parts of sentences, or related statements together: "
and:  We were wet and tired.," used to join two words, phrases, parts of sentences, or related statements together: "
and:  We kissed and hugged each other.," used to join two words, phrases, parts of sentences, or related statements together: "
"and:  schools, colleges, and so on", together with other similar things: 
"and:  She bought the whole lot - house, farm, horses, and all.", and everything else: 
and:  I'd like some and all., too: 
and:  She likes grammar and all that., and everything related to the subject mentioned: 
and:  Many pupils have extra classes in the evenings and/or at weekends., used to mean that either one of two things or both of them is possible: 
and:  I got dressed and had my breakfast.," used to join two parts of a sentence, one part happening after the other part: "
and:  Bring the flowers into a warm room and they'll soon open., as a result: 
and:  Stand over there and you'll be able to see it better., as a result: 
and:  I asked him to go and find my glasses.," With certain verbs, ""and"" can mean ""in order to"": "
and:  Come and see me tomorrow.," With certain verbs, ""and"" can mean ""in order to"": "
and:  Wait and see (= wait in order to see) what happens.," With certain verbs, ""and"" can mean ""in order to"": "
and:  Try and get (= try to get) some tickets for tonight's performance.," With certain verbs, ""and"" can mean ""in order to"": "
and:  She spends hours and hours (= a very long time) on the phone.," If ""and"" is used to join two words that are the same, it makes their meaning stronger: "
and:  The sound grew louder and louder (= very loud).," If ""and"" is used to join two words that are the same, it makes their meaning stronger: "
and:  We laughed and laughed (= laughed a lot).," If ""and"" is used to join two words that are the same, it makes their meaning stronger: "
and:  You're a vegetarian and you eat fish?, used to express surprise: 
to:  She agreed to help.," used after some verbs, especially when the action described in the infinitive will happen later: "
to:  I'll have to tell him.," used after some verbs, especially when the action described in the infinitive will happen later: "
"to:  Sadly, she didn't live to see her grandchildren."," used after some verbs, especially when the action described in the infinitive will happen later: "
to:  I need to eat something first.," used after many verbs of agreeing, needing, and wanting: "
to:  I'd love to live in New York.," used after many verbs of agreeing, needing, and wanting: "
to:  That child ought to be in bed.," used after many verbs of agreeing, needing, and wanting: "
"to:  ""Are you going tonight?"" ""I'm certainly hoping to.""", used instead of repeating a verb clause: 
to:  He told me to wait., used in phrases where there are reported orders and requests: 
to:  Did anyone ask Daniel to reserve the room?, used in phrases where there are reported orders and requests: 
to:  It's not likely to happen., used after some adjectives: 
to:  Three months is too long to wait., used after some adjectives: 
to:  She's not strong enough to go hiking up mountains., used after some adjectives: 
to:  He has this enviable ability to ignore everything that's unpleasant in life., used after some nouns: 
to:  This will be my second attempt to make flaky pastry., used after some nouns: 
to:  My plan was to get it all arranged before I told anyone., A clause containing to + infinitive can be used as the subject of a sentence: 
to:  I don't know what to do., used after question words: 
to:  Can you tell me how to get there?, used after question words: 
to:  I'm going there to see my sister., used with an infinitive to express use or purpose: 
to:  This tool is used to make holes in leather., used with an infinitive to express use or purpose: 
"to:  He works to get paid, not because he enjoys it.", used with an infinitive to express use or purpose: 
to:  There's an awful lot of work to be done., used with an infinitive after 'there is' or 'there are' and a noun: 
"to:  Do we have enough paint to be going on with, or should I get some more while I'm out?", To be going on with means in order to continue with the present activity or situation: 
"to:  We're going to town on the bus, okay?", in the direction of: 
to:  We went to Prague last year., in the direction of: 
to:  I asked someone the way to the town centre., in the direction of: 
to:  You can walk from here to the school in under ten minutes., in the direction of: 
to:  I asked Kirsten and Kai to dinner (= invited them to come and eat dinner with me) next week., in the direction of: 
to:  We received another invitation to a wedding this morning., in the direction of: 
"to:  I had my back to them, so I couldn't see what they were doing.", in the direction of: 
to:  She walked over to the window., in the direction of: 
to:  He went up to a complete stranger and started talking., in the direction of: 
to:  You've got your sweater on back to front (= with the back of the sweater on the chest)., in the direction of: 
to:  I lent my bike to my brother., used for showing who receives something or who experiences an action: 
to:  I told that to Alex and he just laughed., used for showing who receives something or who experiences an action: 
to:  Who's the letter addressed to?, used for showing who receives something or who experiences an action: 
to:  Give me that gun./Give that gun to me.," With many verbs that have two objects, 'to' can be used before the indirect object: "
to:  It's only two weeks to Christmas.," until a particular time, state, or level is reached: "
to:  Unemployment has risen to almost eight million.," until a particular time, state, or level is reached: "
to:  He drank himself to death.," until a particular time, state, or level is reached: "
to:  She nursed me back to health.," until a particular time, state, or level is reached: "
to:  It's twenty to six.," used when saying the time, to mean before the stated hour: "
to:  Look at your shirt - it's torn to shreds!, used to suggest an extreme state: 
to:  She was thrilled to bits., used to suggest an extreme state: 
to:  I was bored to tears., used to suggest an extreme state: 
to:  What was their response to your query?, in connection with: 
to:  She was so mean to me., in connection with: 
to:  There's a funny side to everything., in connection with: 
to:  The paper was stuck to the wall with tape., used to say where something is fastened or connected: 
to:  A fast rail service connects us to the city., used to say where something is fastened or connected: 
to:  The government announced today that it is to cut funding for the arts for next year.," used before an infinitive, usually with 'be', to indicate a future action: "
to:  You're not to (= you must not) bite your nails like that., used in this pattern to say what someone should do or to give an order: 
to:  Russia to send troops in., Newspapers often use to + infinitive without 'be' in their headlines (= titles of articles) when reporting planned future events: 
"to:  That's when I found out, to my amazement, that she was coming here.", causing a particular feeling in a particular person: 
to:  I realize it may sound strange to you., considered by: 
"to:  I mean, £50 is nothing to him (= he would not consider it a large amount).", considered by: 
"to:  ""I hear you've been going out with Ella."" ""Yeah, so? What's it to you?"" (= It should not interest you, and you have no right to ask about it.)", considered by: 
"to:  As a personal trainer to the rich and famous, he earns over a million dollars a year.", serving: 
to:  Stand back to back., against or very near: 
to:  They were dancing cheek to cheek., against or very near: 
to:  My dad gave me the keys to his car., matching or belonging to: 
to:  I've lost the trousers to this jacket., matching or belonging to: 
to:  She has a mean side to her., having as a characteristic feature: 
to:  There is a very moral tone to this book., having as a characteristic feature: 
to:  John's standing to the left of Adrian in the photo., used to show the position of something or someone in comparison with something or someone else: 
to:  The Yorkshire Dales are twenty miles to the north of the city., used to show the position of something or someone in comparison with something or someone else: 
to:  I proposed a toast to the bride and the groom., in honour or memory of: 
"to:  The record is dedicated to her mother, who died recently.", in honour or memory of: 
to:  How many dollars are there to the pound?, for each: 
to:  This car does about 40 miles to the gallon., for each: 
to:  When we go swimming together I do six lengths to her twelve., for each: 
to:  There were probably 30 to 35 (= a number between 30 and 35) people there., used in phrases that show a range: 
to:  I like exercising to music., at the same time as music or other sound: 
to:  He left the stage to the sound of booing., at the same time as music or other sound: 
"to:  When the pasta is done to your liking, drain the water.", relating to a positive reaction or result: 
to:  I think being at the meeting would be to your advantage., relating to a positive reaction or result: 
"to:  She's earning a reasonable wage, but nothing to what she could if she was in the private sector.", compared with: 
to:  Paul beat me by three games to two (= he won three and I won two)., compared with: 
to:  He was old enough to be her father - she looked about 30 to his 60., compared with: 
to:  I'll just push the door to., into a closed position: 
a:  I've bought a car.," used before a noun to refer to a single thing or person that has not been mentioned before, especially when you are not referring to a particular thing or person: "
a:  She's got a boyfriend.," used before a noun to refer to a single thing or person that has not been mentioned before, especially when you are not referring to a particular thing or person: "
a:  There was a sudden loud noise.," used before a noun to refer to a single thing or person that has not been mentioned before, especially when you are not referring to a particular thing or person: "
a:  What a shame that you couldn't go to the party.," used before a noun to refer to a single thing or person that has not been mentioned before, especially when you are not referring to a particular thing or person: "
a:  I heard a child crying.," used before a noun to refer to a single thing or person that has not been mentioned before, especially when you are not referring to a particular thing or person: "
a:  Is he a friend of yours (= one of your friends)?," used before a noun to refer to a single thing or person that has not been mentioned before, especially when you are not referring to a particular thing or person: "
a:  She wants to be a doctor when she grows up., used to say what type of thing or person something or someone is: 
a:  This is a very mild cheese., used to say what type of thing or person something or someone is: 
a:  Experts think the painting may be a Picasso (= by Picasso)., used to say what type of thing or person something or someone is: 
a:  Can you ride a bike?, used to mean any or every thing or person of the type you are referring to: 
a:  A cheetah can run faster than a lion., used to mean any or every thing or person of the type you are referring to: 
a:  A teacher needs to have a lot of patience., used to mean any or every thing or person of the type you are referring to: 
a:  I only have a limited knowledge of Spanish.," used before some uncountable nouns when you want to limit their meaning in some way, such as when describing them more completely or referring to one example of them: "
a:  He has a great love of music.," used before some uncountable nouns when you want to limit their meaning in some way, such as when describing them more completely or referring to one example of them: "
a:  There was a fierceness in her voice.," used before some uncountable nouns when you want to limit their meaning in some way, such as when describing them more completely or referring to one example of them: "
"a:  Take a look at this, Jez.", used before some nouns of action when referring to one example of the action: 
a:  I'm just going to have a snack., used before some nouns of action when referring to one example of the action: 
a:  There was a knocking at the door., used before some nouns of action when referring to one example of the action: 
a:  I'd love a coffee.," used when referring to a unit or container of something, especially something you eat or drink: "
a:  All I had for lunch was a yogurt.," used when referring to a unit or container of something, especially something you eat or drink: "
a:  a cup and saucer, used before the first but not the second of two nouns that are referred to as one unit: 
a:  a knife and fork, used before the first but not the second of two nouns that are referred to as one unit: 
a:  a few days, used before some words that express a number or amount: 
a:  a bit of wool, used before some words that express a number or amount: 
a:  a lot of money, used before some words that express a number or amount: 
a:  There's a Ms Evans to see you., used in front of a person's name when referring to someone who you do not know: 
a:  Is that a Wilson over there?, used in front of someone's family name when they are a member of that family: 
a:  My birthday is on a Friday this year., used before the name of a day or month to refer to one example of it: 
a:  It's been a very wet June., used before the name of a day or month to refer to one example of it: 
a:  a hundred, one: 
a:  a thousand, one: 
a:  a dozen, one: 
a:  There were three men and a woman., one: 
a:  half a mile, used between a fraction and a unit of measurement: 
a:  a quarter of a kilo, used between a fraction and a unit of measurement: 
a:  three quarters of an hour, used between a fraction and a unit of measurement: 
a:  six tenths of a second, used between a fraction and a unit of measurement: 
a:  Take one tablet three times a day., used when saying how often something happens in a certain period: 
a:  I swim once a week., used when saying how often something happens in a certain period: 
"a:  She earns $100,000 a year.", used when saying how much someone earns or how much something costs in a certain period: 
a:  My plumber charges £30 an hour., used when saying how much someone earns or how much something costs in a certain period: 
a:  I pay £25 a week for my parking permit., used when saying how much someone earns or how much something costs in a certain period: 
in:  Is Mark still in bed?," inside a container, place, or area, or surrounded or closed off by something: "
in:  I got stuck in a traffic jam for half an hour.," inside a container, place, or area, or surrounded or closed off by something: "
in:  They live in a charming old house.," inside a container, place, or area, or surrounded or closed off by something: "
in:  How much is that coat on display in the window (= in the space behind the window of the shop)?," inside a container, place, or area, or surrounded or closed off by something: "
in:  I've got a pain in my back.," inside a container, place, or area, or surrounded or closed off by something: "
in:  What's that in your hand?," inside a container, place, or area, or surrounded or closed off by something: "
in:  I've got something in (= on the surface of) my eye.," inside a container, place, or area, or surrounded or closed off by something: "
"in:  They used to live in Paris, but now they're somewhere in Austria."," inside a container, place, or area, or surrounded or closed off by something: "
in:  He's always looking at himself in the mirror (= at the image of his face produced by the mirror).," inside a container, place, or area, or surrounded or closed off by something: "
in:  I never know what's going on in her head (= what she's thinking about).," inside a container, place, or area, or surrounded or closed off by something: "
in:  My daughter's in hospital (US in the hospital) having her tonsils out.," inside a container, place, or area, or surrounded or closed off by something: "
in:  Is Erika still in school (= does she still go to school)?," inside a container, place, or area, or surrounded or closed off by something: "
"in:  Come on, we're late - get in the car.", into something: 
in:  Put the milk back in the fridge when you've finished with it., into something: 
in:  They threw him in the swimming pool., into something: 
in:  He used to be the lead singer in a rock band., forming a part of something: 
in:  There are too many spelling mistakes in this essay., forming a part of something: 
in:  I've been waiting in this queue for ages., forming a part of something: 
in:  What do you look for in a relationship?, forming a part of something: 
in:  I can see a future champion in Joely (= I think that Joely might become a champion)., forming a part of something: 
in:  Talent like hers is rare in someone so young., forming a part of something: 
in:  We're going to Italy in April., during part or all of a period of time: 
in:  Some trees lose their leaves in (the) autumn., during part or all of a period of time: 
in:  I started working here in 2009., during part or all of a period of time: 
in:  Life in the 19th century was very different from what it is now., during part or all of a period of time: 
"in:  Bye, see you in the morning (= tomorrow morning).", during part or all of a period of time: 
in:  She was a brilliant gymnast in her youth (= when she was young)., during part or all of a period of time: 
in:  How many civilians died in the Vietnam War?, during part or all of a period of time: 
in:  This is the first cigarette I've had in three years., during part or all of a period of time: 
in:  I haven't had a decent night's sleep in years/ages (= for a long time)., during part or all of a period of time: 
"in:  I have breakfast at 7.30, lunch at 1.00, and sometimes a snack in between.", between the two times mentioned: 
in:  Can you finish the job in two weeks?, needing or using no more time than a particular amount of time: 
in:  She could get that essay done in a couple of hours if she really tried., needing or using no more time than a particular amount of time: 
in:  They completed the journey in record time (= faster than ever done before)., needing or using no more time than a particular amount of time: 
in:  Dinner will be ready in ten minutes., before or at the end of a particular period: 
in:  We'll all be dead in a hundred years so there's no point worrying about it., before or at the end of a particular period: 
"in:  I'm just setting off, so I should be with you in half an hour.", before or at the end of a particular period: 
in:  We watched in horror as they pulled the bodies from the wreckage.," experiencing a situation or condition, or feeling an emotion: "
in:  He's living in luxury in the south of France.," experiencing a situation or condition, or feeling an emotion: "
in:  She left in a bit of a hurry.," experiencing a situation or condition, or feeling an emotion: "
in:  You're in great danger.," experiencing a situation or condition, or feeling an emotion: "
in:  Could I have a word with you in private?," experiencing a situation or condition, or feeling an emotion: "
in:  Have you ever been in love?," experiencing a situation or condition, or feeling an emotion: "
"in:  Your car's in very good condition, considering how old it is."," experiencing a situation or condition, or feeling an emotion: "
in:  Cheques should be written in ink., expressed or written in a particular way: 
in:  She usually paints in watercolour., expressed or written in a particular way: 
in:  They spoke in Russian the whole time., expressed or written in a particular way: 
in:  He always talks in a whisper., expressed or written in a particular way: 
in:  I'd like to do something for you in return/exchange for everything you've done for me., used when referring to something that is done as a result of something else: 
in:  The changes are in response to demand from our customers., used when referring to something that is done as a result of something else: 
in:  He refused to say anything in reply to the journalists' questions., used when referring to something that is done as a result of something else: 
in:  We all sat down in a circle., used to show how things or people are arranged or divided: 
in:  The desks were arranged in rows of ten., used to show how things or people are arranged or divided: 
in:  Discounts are available to people travelling in large groups., used to show how things or people are arranged or divided: 
"in:  Sometimes customers buy books in twos and threes, but rarely in larger quantities than that.", used to show how things or people are arranged or divided: 
in:  Cut the potatoes in two., used to show how things or people are arranged or divided: 
in:  People are dying in their thousands from cold and starvation., used to show how things or people are arranged or divided: 
in:  Nowadays many women are in their late thirties when they have their first child., used when referring approximately to someone's age or the weather temperature: 
in:  Temperatures will be in the mid-twenties (= about 25 degrees)., used when referring approximately to someone's age or the weather temperature: 
in:  I never knew you were in publishing., involved or connected with a particular subject or activity: 
in:  a degree in philosophy, involved or connected with a particular subject or activity: 
in:  advances in medical science, involved or connected with a particular subject or activity: 
in:  Do you recognize that man in the grey suit?, wearing: 
in:  Pat can't resist men in uniform., wearing: 
in:  You look nice in green (= green clothes)., wearing: 
in:  Apparently one in ten people/one person in ten has problems with reading., used to compare one part of an amount of something with the total amount of it: 
in:  The basic rate of income tax is 25 pence in (US on) the pound., used to compare one part of an amount of something with the total amount of it: 
in:  The new version is worse in every respect - I much preferred the original., used to show which characteristic or part of a person or thing is being described: 
in:  Are the two bags equal in weight?, used to show which characteristic or part of a person or thing is being described: 
in:  She's deaf in her left ear., used to show which characteristic or part of a person or thing is being described: 
"in:  In refusing (= because she refused) to work abroad, she missed an excellent job opportunity.", used to show when doing one thing is the cause of another thing happening: 
"in:  The government banned tobacco advertising and, in doing so (= because of this), contributed greatly to the nation's health.", used to show when doing one thing is the cause of another thing happening: 
in:  This research is important in that it confirms the link between aggression and alcohol., because: 
in:  Could you bring the clothes in for me?," from outside, or towards the centre: "
in:  The roof of their house caved in during a hurricane.," from outside, or towards the centre: "
in:  Cut the pastry into a square and turn in the corners.," from outside, or towards the centre: "
in:  She's been in and out of hospitals ever since the accident., to often be staying in and receiving treatment in a particular place: 
in:  When did you get home? I never heard you come in., at home or at work: 
in:  Mr Ellis isn't in this week., at home or at work: 
in:  We've been shut in all day.," within an object, area, or substance: "
in:  Has the soup got any salt in?," within an object, area, or substance: "
in:  What time is Roz's flight due in?, having arrived at the place where people can get on or off: 
in:  When does your essay have to be in?, given or sent to someone official in order to be read: 
in:  Remember to get your application in by the end of the week., given or sent to someone official in order to be read: 
in:  The tide comes in very quickly here and you can soon find yourself stranded.," towards the coast, beach, or harbour: "
in:  We stood watching the ship come in.," towards the coast, beach, or harbour: "
in:  Just pencil in the answer unless you're sure it's correct., used to refer to an activity that makes something complete: 
"in:  The text is finished, but the pictures will have to be pasted in later.", used to refer to an activity that makes something complete: 
in:  Would you mind filling in a questionnaire about what you watch on television?, used to refer to an activity that makes something complete: 
"in:  I won that point, I'm telling you! The ball was definitely in!"," If the ball is in during a game of tennis or a similar sport, it has not gone outside the edges of the area on which the game is played: "
in:  Who's in next for our team?," taking your turn to play, especially taking your turn to hit the ball: "
in:  It started to rain just as our team was going in to bat.," taking your turn to play, especially taking your turn to hit the ball: "
in:  High heels are in this season., fashionable or popular: 
in:  The new jazz club seems to be the in place to go at the moment., fashionable or popular: 
in:  incomplete/incompletely," used to add the meaning ""not"", ""lacking"", or ""the opposite of"" to adjectives and to words formed from adjectives: "
in:  IN drug delivery offers advantages such as ease of administration and rapid onset of action., abbreviation for intranasal: through the nose: 
in:  a sit-in/phone-in, used to form a noun which describes an activity in which many people take part: 
for:  There's a phone message for you., intended to be given to: 
for:  I'd better buy something for the new baby., intended to be given to: 
for:  There's a prize for the fastest three runners in each category., intended to be given to: 
"for:  There's a sign there saying ""boats for hire"".", having the purpose of: 
for:  This pool is for the use of hotel guests only., having the purpose of: 
"for:  I'm sorry, the books are not for sale.", having the purpose of: 
for:  They've invited us for dinner on Saturday., having the purpose of: 
for:  Everyone in the office is contributing money for his leaving present., having the purpose of: 
for:  I need some money for tonight., having the purpose of: 
for:  Which vitamins should you take for (= in order to cure) skin problems?, having the purpose of: 
for:  Put those clothes in a pile for washing (= so that they can be washed)., having the purpose of: 
for:  I'm feeling all the better for my holiday., because of or as a result of something: 
"for:  ""How are you?"" ""Fine, and all the better for seeing you!""", because of or as a result of something: 
for:  She did 15 years in prison for murder., because of or as a result of something: 
for:  I don't eat meat for various reasons., because of or as a result of something: 
for:  I couldn't see for the tears in my eyes., because of or as a result of something: 
for:  The things you do for love!, because of or as a result of something: 
for:  He's widely disliked in the company for his arrogance., because of or as a result of something: 
for:  She couldn't talk for coughing (= she was coughing too much to talk)., because of or as a result of something: 
for:  Scotland is famous for its spectacular countryside., because of or as a result of something: 
for:  He's best remembered for his novels., because of or as a result of something: 
for:  I didn't say anything for fear of (= because I was frightened of) offending him., because of or as a result of something: 
"for:  If it wasn't for the life jacket, I would have drowned.", without: 
for:  We walked for miles., used to show an amount of time or distance: 
for:  She's out of the office for a few days next week., used to show an amount of time or distance: 
for:  I'm just going to lie down for an hour or so., used to show an amount of time or distance: 
for:  I haven't played tennis for years., used to show an amount of time or distance: 
for:  What did you buy him for Christmas?, on the occasion of or at the time of: 
for:  I'd like an appointment with the doctor for some time this week., on the occasion of or at the time of: 
for:  We're having a party for Jim's 60th birthday., on the occasion of or at the time of: 
for:  I've booked a table at the restaurant for nine o'clock., on the occasion of or at the time of: 
for:  She's very mature for her age., used for comparing one thing with others of the same type: 
for:  The winter has been unusually cold for Florida., used for comparing one thing with others of the same type: 
"for:  It was a difficult decision, especially for a child.", used for comparing one thing with others of the same type: 
for:  She knew the driver of the other car was not responsible for her son's death., used to say whose responsibility something is: 
for:  I voted for the Greens at the last election., in support of or in agreement with: 
"for:  Those voting for the motion, 96, and those voting against, 54.", in support of or in agreement with: 
for:  Most of the Republicans voted for the measure., in support of or in agreement with: 
for:  So let's hear some applause for these talented young performers., in support of or in agreement with: 
for:  Who's for (= who wants to play) tennis?, in support of or in agreement with: 
for:  I've got nothing against change - I'm all for it., to approve of or support something very much: 
"for:  I'm all for gender equality, but I think the most qualified person should get the job.", to approve of or support something very much: 
for:  Let me carry those bags for you., in order to help someone: 
"for:  Hello, what can I do for you?", in order to help someone: 
for:  My sister will take care of the dog for us while we're away., in order to help someone: 
for:  Her feelings for him had changed., in relation to someone or something: 
for:  He felt nothing but contempt for her., in relation to someone or something: 
for:  I've got a lot of admiration for people who do that sort of work., in relation to someone or something: 
for:  He's quite good-looking but he's too short for me., in relation to someone or something: 
for:  The ice-cream was a little bit sweet for me., in relation to someone or something: 
for:  That jacket looks a little big for you., in relation to someone or something: 
"for:  Jackie's already left and, as for me, I'm going at the end of the month.", in relation to someone or something: 
"for:  Luckily for me (= I was lucky), I already had another job.", in relation to someone or something: 
for:  How are you doing for money/time (= do you have enough money/time)?, in relation to someone or something: 
for:  How much did you pay for your glasses?, (getting) in exchange: 
for:  I've sponsored her £1 for every mile that she runs., (getting) in exchange: 
for:  She sold the house for a lot of money., (getting) in exchange: 
for:  The mechanic said he'd repair my car for £300., (getting) in exchange: 
for:  She works for a charity.," being employed by or representing a company, country, etc.: "
for:  He swam for the United States in the 2000 Olympics.," being employed by or representing a company, country, etc.: "
for:  They looked as if they were heading for the train station., towards; in the direction of: 
